cell,attacker,defender,scenario,n_seeds,attack_success_rate_mean,attack_success_rate_std,attack_success_rate_fmt,detection_rate_mean,detection_rate_std,detection_rate_fmt,false_positive_rate_mean,false_positive_rate_std,false_positive_rate_fmt,detection_latency_mean,detection_latency_std,detection_latency_fmt,system_resilience_mean,system_resilience_std,system_resilience_fmt,service_availability_mean,service_availability_std,service_availability_fmt,attacker_cumulative_reward_mean,attacker_cumulative_reward_std,attacker_cumulative_reward_fmt,defender_cumulative_reward_mean,defender_cumulative_reward_std,defender_cumulative_reward_fmt
scripted_vs_static_known_attacks,scripted,static,known_attacks,2,0.134,1.962615573354719e-17,0.134 ± 0.000,0.19514909711891132,0.0013048245614035031,0.195 ± 0.001,0.0,0.0,0.000 ± 0.000,20.060000000000002,0.8208333333333329,20.060 ± 0.821,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,1071.75,1.75,1071.750 ± 1.750,1143.75,1.25,1143.750 ± 1.250
scripted_vs_rl_known_attacks,scripted,rl,known_attacks,2,0.13599999999999998,0.0030000000000000027,0.136 ± 0.003,0.4060825530678472,0.0009530012471188898,0.406 ± 0.001,0.0,0.0,0.000 ± 0.000,8.05615800865801,0.3669967532467542,8.056 ± 0.367,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,1011.25,26.25,1011.250 ± 26.250,900.7499999999999,13.750000000000114,900.750 ± 13.750
aggressive_vs_static_known_attacks,aggressive,static,known_attacks,2,0.05,0.0,0.050 ± 0.000,0.21464285714285716,0.011190476190476223,0.215 ± 0.011,0.0,0.0,0.000 ± 0.000,13.83625,0.5354166666666664,13.836 ± 0.535,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,230.25,0.25,230.250 ± 0.250,1083.75,8.75,1083.750 ± 8.750
aggressive_vs_rl_known_attacks,aggressive,rl,known_attacks,2,0.04475,0.005750000000000002,0.045 ± 0.006,0.5876785714285714,0.03261904761904766,0.588 ± 0.033,0.0,0.0,0.000 ± 0.000,12.622499999999999,0.7250000000000004,12.622 ± 0.725,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,145.0,67.0,145.000 ± 67.000,734.9999999999998,55.5,735.000 ± 55.500
rl_vs_static_known_attacks,rl,static,known_attacks,2,0.0975,0.0365,0.098 ± 0.036,0.20880931296372474,0.02704386163944987,0.209 ± 0.027,0.0,0.0,0.000 ± 0.000,18.41059523809524,1.1894047619047612,18.411 ± 1.189,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,752.75,320.75,752.750 ± 320.750,1146.25,23.75,1146.250 ± 23.750
rl_vs_rl_known_attacks,rl,rl,known_attacks,2,0.1275,0.0705,0.128 ± 0.070,0.41680411571858933,0.008639607225133489,0.417 ± 0.009,0.0,0.0,0.000 ± 0.000,9.16626397907648,3.2312360209235202,9.166 ± 3.231,1.0,0.0,1.000 ± 0.000,1.0,0.0,1.000 ± 0.000,947.75,579.75,947.750 ± 579.750,910.9999999999999,158.0000000000001,911.000 ± 158.000
