experiment_id,timestamp,episode_id,total_steps,attacker_type,attack_success_rate,detection_rate,precision,recall,f1_score,false_positive_rate,mttd,mttr,total_intervention_cost,action_entropy,bayesian_accuracy,brier_score,log_loss,ece,mean_service_availability,cumulative_impact,recovery_debt,autonomous_action_rate,high_impact_rate,safety_violations_prevented
SCE-008,1789583052.8361964,0,60,opportunistic,0.03508771929824561,0.14035087719298245,0.5333333333333333,1.0,0.6956521739130436,0.1346153846153846,20.0,0.0,579.0,3.624092480429718,0.0,1.603026521250101,10.651362018007797,0.7230258931716284,0.07916666666666666,1.4,0.0,0.4666666666666667,0.25,0
