experiment_id,timestamp,episode_id,total_steps,attacker_type,attack_success_rate,detection_rate,precision,recall,f1_score,false_positive_rate,mttd,mttr,total_intervention_cost,action_entropy,bayesian_accuracy,brier_score,log_loss,ece,mean_service_availability,cumulative_impact,recovery_debt,autonomous_action_rate,high_impact_rate,safety_violations_prevented
SCE-006,1789579419.2331867,0,60,opportunistic,0.07142857142857142,0.14285714285714285,0.4444444444444444,1.0,0.6153846153846153,0.19230769230769232,18.0,0.0,568.0,3.577749914230503,0.03333333333333333,1.4224539764174038,4.681939185233215,0.62230277856191,0.05416666666666667,2.55,0.0,0.48333333333333334,0.31666666666666665,0
SCE-006,1789579419.2681699,1,60,opportunistic,0.125,0.125,0.4117647058823529,1.0,0.5833333333333334,0.18867924528301888,12.0,0.0,650.0,3.4714303181587898,0.0,1.6599446365580468,15.467016272834492,0.7590738222002984,0.22916666666666666,4.3,0.0,0.36666666666666664,0.38333333333333336,0
