experiment_id,timestamp,episode_id,total_steps,attacker_type,attack_success_rate,detection_rate,precision,recall,f1_score,false_positive_rate,mttd,mttr,total_intervention_cost,action_entropy,bayesian_accuracy,brier_score,log_loss,ece,mean_service_availability,cumulative_impact,recovery_debt,autonomous_action_rate,high_impact_rate,safety_violations_prevented
SCE-007,1789579445.4956086,0,60,opportunistic,0.14545454545454545,0.10909090909090909,0.75,1.0,0.8571428571428571,0.037037037037037035,17.0,0.0,192.0,3.601676180963944,0.03333333333333333,1.6353949921436761,8.30338850162972,0.7428207069635391,0.8791666666666667,5.3999999999999995,0.0,0.7666666666666667,0.13333333333333333,14
SCE-007,1789579445.5341716,1,60,opportunistic,0.23636363636363636,0.12727272727272726,0.5,0.875,0.6363636363636364,0.1346153846153846,16.0,0.0,244.0,3.4373740897847744,0.0,1.6714849776382734,15.67908637961688,0.7650657231609026,0.425,8.5,0.0,0.6333333333333333,0.15,33
